Name;Mayores a 1;Pago 2;Pago;Despachos 2;Despacho;Monedas 2;Moneda;Subtotal;Precio despacho;Con o sin dcto;Total;Desc monto;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Ciudad 2;Ciudad;Codigo postal 2;Codigo postal;Region 2;Region
42592;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;9990;39990;3332184237;fulfilled;Vitacura;;'7650163;;RM;
42592;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Chester Blanco Premium - Blanco / 35;9990;9990;49990;1000071035;fulfilled;Vitacura;;'7650163;;RM;
42591;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;9990;49990;1004072038;fulfilled;la reina;la reina;SANTIAGO;SANTIAGO;RM;RM
42591;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Ambar  Negro  Premium - Negro / 38;9990;9990;29990;0400072038;fulfilled;la reina;;SANTIAGO;;RM;
42590;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;9990;29990;0001284438;fulfilled;EstaciÃ³n central;EstaciÃ³n central;SANTIAGO;SANTIAGO;RM;RM
42589;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nevada Snake Premium - Taupe / 35;9990;9990;39990;6275075835;fulfilled;La Florida;La Florida;SANTIAGO;SANTIAGO;RM;RM
42589;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Botin Brucelas Verde musgo Premium - Verde musgo / 35;9990;9990;36990;9451078435;fulfilled;La Florida;;SANTIAGO;;RM;
42588;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39960;19990; Con descueento;59950;0;Despacho Region;Despacho Region;1;Botin Grecia Amarillo Premium - Amarillo / 35;9990;9990;39990;0318078335;fulfilled;San Javier;San Javier;SANJAVIER;SANJAVIER;ML;ML
42588;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Delhi Rosado Premium - Rosado / 35;9990;9990;29990;0200077435;fulfilled;San Javier;;SANJAVIER;;ML;
42588;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 35;9990;9990;49990;1003204035;fulfilled;San Javier;;SANJAVIER;;ML;
42588;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;9990;49990;1004072035;fulfilled;San Javier;;SANJAVIER;;ML;
42587;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;Quinta Normal;Quinta Normal;'8500852;'8500852;RM;RM
42586;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;3990; Con descueento;33960;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;0100071038;fulfilled;San Miguel;San Miguel;'8910099;'8910099;RM;RM
42586;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Dana Negro Premium - Negro / 38;9990;9990;29990;4501072038;pending;San Miguel;;'8910099;;RM;
42586;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;9990;29990;0002281038;fulfilled;San Miguel;;'8910099;;RM;
42585;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;9990;39990;0100071040;fulfilled;San bernardo;San bernardo;SANTIAGO;SANTIAGO;RM;RM
42584;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;Chepica;Chepica;CHEPICA;CHEPICA;LI;LI
42583;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;112950;9990; Con descueento;122940;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Negro Delux - Negro / 36;27990;27990;;219-36;fulfilled;Ã‘uÃ±oa;Ã‘uÃ±oa;'7770050;'7770050;RM;RM
42583;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Negro Delux - Negro / 37;24990;24990;41900;C047-37;fulfilled;Ã‘uÃ±oa;;'7770050;;RM;
42583;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Cedro Delux - Terracota / 37;39990;39990;;992-37;fulfilled;Ã‘uÃ±oa;;'7770050;;RM;
42583;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Delhi Rosado Premium - Rosado / 37;9990;9990;29990;0200077437;fulfilled;Ã‘uÃ±oa;;'7770050;;RM;
42583;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;0400072037;fulfilled;Ã‘uÃ±oa;;'7770050;;RM;
42582;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;19980;39990;6001202038;fulfilled;Ã‘uÃ±oa;Ã‘uÃ±oa;Ã‘UÃ‘OA;Ã‘UÃ‘OA;RM;RM
42581;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;9990; Con descueento;39960;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Michigan Negro Premium - Negro / 39;9990;9990;39990;6134072039;fulfilled;Cerrillos ;Cerrillos ;SANTIAGO;SANTIAGO;RM;RM
42581;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Botin Michigan Taupe Premium - Taupe / 39;9990;9990;39990;6134074239;fulfilled;Cerrillos ;;SANTIAGO;;RM;
42581;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;9990;29990;0200077439;fulfilled;Cerrillos ;;SANTIAGO;;RM;
42580;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Botin  Negro 832-4195 Premium - Negro / 39;9990;19980;69990;4195002039;fulfilled;Recoleta;Recoleta;SANTIAGO;SANTIAGO;RM;RM
42579;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;ConcÃ³n;ConcÃ³n;CONCON;CONCON;VS;VS
42579;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;ConcÃ³n;;CONCON;;VS;
42579;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;ConcÃ³n;;CONCON;;VS;
42578;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;0001284437;fulfilled;San joaquin;San joaquin;SANTIAGO;SANTIAGO;RM;RM
42577;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Luxemburgo CafÃ© claro Premium - CafÃ© claro / 38;9990;9990;39990;9674074938;fulfilled;San Miguel ;San Miguel ;SANTIAGO;SANTIAGO;RM;RM
42576;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;0;Sin descuento;29970;0;Retiro en tienda;Retiro en tienda;1;Botin Nevada Snake Premium - Taupe / 38;9990;9990;39990;6275075838;fulfilled;Santiago;Santiago;'056;'056;RM;RM
42576;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Kansas Negro Premium - Negro / 38;9990;9990;39990;6974072038;fulfilled;Santiago;;'056;;RM;
42576;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;0100072038;fulfilled;Santiago;;'056;;RM;
42575;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Kansas Negro Premium - Negro / 38;9990;9990;39990;6974072038;fulfilled;Curico;Curico;CURICO;CURICO;ML;ML
42574;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;59940;0;Sin descuento;59940;0;Retiro en tienda;Retiro en tienda;3;Botin Denver Negro Premium - Negro / 38;9990;29970;39990;6703072038;fulfilled;Las Condes;Las Condes;SANTIAGO;SANTIAGO;RM;RM
42574;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;3;Botin Michigan Negro Premium - Negro / 38;9990;29970;39990;6134072038;fulfilled;Las Condes;;SANTIAGO;;RM;
42573;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Sandalia Narumi Negro Premium - Negro / 38;9990;9990;32990;1017072038;fulfilled;SANTIAGO;SANTIAGO;SANTIAGO;SANTIAGO;RM;RM
42573;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Narumi Rosa Premium - Rosa / 38;9990;9990;32990;1017077438;fulfilled;SANTIAGO;;SANTIAGO;;RM;
42572;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;San Miguel;San Miguel;'8920549;'8920549;RM;RM
42572;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;0002281037;fulfilled;San Miguel;;'8920549;;RM;
42571;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;49950;0;Sin descuento;49950;0;Retiro en tienda;Retiro en tienda;1;Sandalia Neila CafÃ© Premium - CafÃ© / 40;9990;9990;39990;2102074940;fulfilled;Estacion central;Estacion central;SANTIAGO;SANTIAGO;RM;RM
42571;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Michigan Negro Premium - Negro / 40;9990;9990;39990;6134072040;fulfilled;Estacion central;;SANTIAGO;;RM;
42571;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;Estacion central;;SANTIAGO;;RM;
42571;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Lancaster Negro Premium - Negro / 40;9990;9990;39990;0080072040;fulfilled;Estacion central;;SANTIAGO;;RM;
42571;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Dakota Camel Premium - Camel / 40;9990;9990;29990;3020074940;fulfilled;Estacion central;;SANTIAGO;;RM;
42570;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;9990;29990;0001284436;fulfilled;Talcahuano ;Talcahuano ;CONCEPCION;CONCEPCION;BI;BI
42569;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;9990;29990;0100071036;fulfilled;Independencia;Independencia;'8380552;'8380552;RM;RM
42569;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;Independencia;;'8380552;;RM;
42568;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jade Negro Premium - Negro / 37;9990;9990;39990;2130072037;fulfilled;Santiago;Santiago;SANTIAGO;SANTIAGO;RM;RM
42568;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;0100071037;fulfilled;Santiago;;SANTIAGO;;RM;
42567;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;0002281037;fulfilled;Constitucion;Constitucion;CONSTITUCION;CONSTITUCION;ML;ML
42567;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;Constitucion;;CONSTITUCION;;ML;
42567;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;9990;29990;0100071036;fulfilled;Constitucion;;CONSTITUCION;;ML;
42566;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;San Antonio;San Antonio;'2660000;'2660000;VS;VS
42565;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;32970;0;Sin descuento;32970;0;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;9990;44990;1004072039;fulfilled;Santiago;Santiago;'8010481;'8010481;RM;RM
42565;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Sofia Multicolor Premium - Negro / 39;9990;9990;39990;3679079039;fulfilled;Santiago;;'8010481;;RM;
42565;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Inova 3093 Negro Grendha - Negro / 39;12990;12990;;093-39;fulfilled;Santiago;;'8010481;;RM;
42564;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;Vitacura ;Vitacura ;SANTIAGO;SANTIAGO;RM;RM
42563;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Campanilla Blanco Premium - Blanco / 39;9990;9990;39990;0009071039;fulfilled;Puente alto;Puente alto;SANTIAGO;SANTIAGO;RM;RM
42563;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;9990;44990;1004072039;fulfilled;Puente alto;;SANTIAGO;;RM;
42562;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;69930;29990; Con descueento;99920;0;Despacho Regiones;Despacho Regiones;1;Zapatilla Dana Negro Premium - Negro / 38;9990;9990;29990;4501072038;fulfilled;San Pedro de la Paz;San Pedro de la Paz;CONCEPCIÃ“N;CONCEPCIÃ“N;BI;BI
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Moscow Negro Premium - Negro / 36;9990;9990;44990;1838072036;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Sandalia Iris Negro Premium - Negro / 36;9990;9990;39990;0017072036;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Naya Blanco Premiumi - Beige / 36;9990;9990;29990;0002281036;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42562;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;9990;39990;0200071035;fulfilled;San Pedro de la Paz;;CONCEPCIÃ“N;;BI;
42561;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;9990;39990;6001202039;fulfilled;Quilicura;Quilicura;'8732736;'8732736;RM;RM
42560;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Rosado Premium - Rosado / 35;9990;9990;39990;0100077435;fulfilled;Santiago;Santiago;'8732736;;RM;RM
42560;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Naroa Blanco Premium - Blanco / 35;9990;9990;39990;0100071035;fulfilled;Santiago;;'8732736;;RM;
42559;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;0100072038;fulfilled;santiago;santiago;'8732736;;RM;RM
42559;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;9990;29990;0100071038;fulfilled;santiago;;'8732736;;RM;
42558;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;9990;39990;0020078538;fulfilled;santiago;santiago;'9250000;'9250000;RM;RM
42557;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 37;9990;9990;39990;0100071037;fulfilled;Ã‘uÃ±oa;Ã‘uÃ±oa;'9250000;;RM;RM
42557;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Nala Negro Premium - Negro / 37;9990;9990;32990;1018072037;fulfilled;Ã‘uÃ±oa;;'9250000;;RM;
42556;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;9990;39990;8172078537;fulfilled;ConcepciÃ³n;ConcepciÃ³n;'4051076;'4051076;BI;BI
42556;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Bootie Atlanta  Premium - Negro / 37;9990;9990;39990;3698072037;fulfilled;ConcepciÃ³n;;'4051076;;BI;
42554;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Sandalia Nala Blanco Premium - Blanco / 38;9990;9990;32990;1018071038;fulfilled;Santiago;Santiago;'4051076;;RM;RM
42553;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;9990;39990;0200071039;fulfilled;Santiago;Santiago;'775000;'775000;RM;RM
42553;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;Santiago;;'775000;;RM;
42552;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;VicuÃ±a;VicuÃ±a;'1760000;'1760000;CO;CO
42552;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;9990;39990;6001202039;fulfilled;VicuÃ±a;;'1760000;;CO;
42555;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 39;9990;9990;34990;1001202039;fulfilled;concepcion;concepcion;'1760000;;BI;BI
42555;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;9990;44990;1838072039;fulfilled;concepcion;;'1760000;;BI;
42551;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Sandalia Nicole Blanco Premium - Blanco / 40;9990;9990;39990;0210071040;fulfilled;MulchÃ©n;MulchÃ©n;'4530000;'4530000;BI;BI
42550;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;teno;teno;CURICO;CURICO;NB;NB
42549;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;Penalolen;Penalolen;SANTIAGO;SANTIAGO;RM;RM
42548;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;0;Sin descuento;29970;0;Retiro en tienda;Retiro en tienda;1;Sandalia Iris Negro Premium - Negro / 39;9990;9990;39990;0017072039;fulfilled;Vitacura;Vitacura;'7630129;'7630129;RM;RM
42548;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;0300072038;fulfilled;Vitacura;;'7630129;;RM;
42548;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Azalea Negro Premium - Negro / 38;9990;9990;39990;0007072038;pending;Vitacura;;'7630129;;RM;
42547;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;9990;49990;1004072038;fulfilled;Talcahuano;Talcahuano;TALCAHUANO;TALCAHUANO;BI;BI
42546;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;3;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29970;29990;0100071037;fulfilled;ViÃ±a Del Mar;ViÃ±a Del Mar;'1173;'1173;VS;VS
42545;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;ValparaÃ­so;ValparaÃ­so;VALPARAISO;VALPARAISO;VS;VS
42544;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Botin Edimburgo Negro Premium - Negro / 37;9990;9990;39990;3306182037;fulfilled;Casablanca;Casablanca;'2480000;'2480000;VS;VS
42544;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;0333072037;fulfilled;Casablanca;;'2480000;;VS;
42543;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;59940;29990; Con descueento;89930;0;Despacho Regiones;Despacho Regiones;1;Botin Paris Burdeo Premium - Burdeo / 40;9990;9990;39990;8172078540;fulfilled;RÃ­o Bueno;RÃ­o Bueno;RÃOBUENO;RÃOBUENO;LR;LR
42543;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;0023072940;fulfilled;RÃ­o Bueno;;RÃOBUENO;;LR;
42543;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;0023076140;fulfilled;RÃ­o Bueno;;RÃOBUENO;;LR;
42543;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Chester Blanco Premium - Blanco / 40;9990;9990;49990;1000071040;fulfilled;RÃ­o Bueno;;RÃOBUENO;;LR;
42543;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Regiones;;1;Zapatilla Ambar  Negro  Premium - Negro / 40;9990;9990;29990;0400072040;fulfilled;RÃ­o Bueno;;RÃOBUENO;;LR;
